BASE_ENTREGA,CIDADE,BAIRRO,TIPO_VEICULO,VALOR
CD NVI 001,NOVA IGUAÇU,BAIRRO INEXISTENTE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,KM 32,CARRO,"3,70"
CD NVI 001,QUEIMADOS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD NVI 001,MESQUITA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD NVI 001,JAPERI,BAIRRO INEXISTENTE,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,CABUCU,CARRO,"3,20"
CD NVI 001,NOVA IGUAÇU,AERO CLUBE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,ALVAREZ,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,BELMONTE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,BELTERRA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CALIFORNIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CAONZE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CENTRO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CHACRINHA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CHAVASCAL,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SOARES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SORES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CONJUNTO RESIDENCIAL REDENCAO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,DA LUZ,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,DANON,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,DOM RODRIGO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,ESSOLANDIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,FLORES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,FRATERNIDADE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,IMPERADOR,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,IMPERIAL,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,INDEPENDENCIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,IOLANDA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM ALVORADA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM BELO HORIZONTE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM CANAA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM IDEAL,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM IGUACU,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM IMPERIO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM JASMIM,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM LUMAR,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM NATAL,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM NOSSA SENHORA DAS GRACAS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM NOVA ERA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM PALMARES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM PERNAMBUCO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM PITORESCO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JARDIM SAO JOAO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,JOANA D'ARC,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,LAFAIETE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,MARCO II,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,MARIA DA LUZ,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,MARIA JOSE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,METROPOLE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,MOQUETA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,NOSSA SENHORA DAS GRACAS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,OURO PRETO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,OURO VERDE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PALMEIRAS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PARQUE HORIZONTE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PARQUE RESIDENCIAL GUADALAJARA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PARQUE RODILAR,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PARQUE SAO VICENTE DE PAULO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PIONEIRO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,PRATA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,RANCHO ALEGRE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,RIACHAO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,ROSA DOS VENTOS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SANTA CATARINA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SANTA EUFENIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SANTA EUGENIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SANTA LUCIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SANTOS NEVES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SAO FRANCISCO XAVIER,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SAO GERALDO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,SAO JOSE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA AVELINA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA BANDEIRANTES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA BORGES,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA FATIMA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA MARPIZA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA MARTINS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA NOVA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA SACRA FAMILIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA SAO DOMINGOS,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA SAO JORGE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA ZULMIRA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VISTA ALEGRE,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,AUSTIN,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CACUIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,CARLOS SAMPAIO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,INCONFIDENCIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,RODILANDIA,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,TINGUAZINHO,CARRO,"2,80"
CD NVI 001,NOVA IGUAÇU,VILA GAUCHA,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,MIGUEL COUTO,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,GENECIANO,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,GRAMA,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,BOA ESPERANCA,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,PARQUE MARIA DA FONTE,CARRO,"3,00"
CD NVI 001,NOVA IGUAÇU,VILA GUIMARAES,CARRO,"2,80"
CD SJT 001,SÃO JOÃO DE MERITI,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SJT 001,BELFORD ROXO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SJT 001,MESQUITA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SJT 001,NILÓPOLIS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD SJT 001,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD DQC 002,MAGÉ,BAIRRO INEXISTENTE,CARRO,"3,20"
CD DQC 002,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD DQC 002,DUQUE DE CAXIAS,XEREM,CARRO,"2,80"
CD DQC 002,DUQUE DE CAXIAS,TAQUARA,CARRO,"2,80"
CD DQC 001,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD DQC 001,DUQUE DE CAXIAS,VILA LEOPOLDINA,CARRO,"2,80"
CD AST 001,QUEIMADOS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD AST 001,NOVA IGUAÇU,AUSTIN,CARRO,"2,80"
CD AST 001,JAPERI,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SGC 001,SÃO GONÇALO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD SGC 001,MARICÁ,BAIRRO INEXISTENTE,CARRO,"3,20"
CD SGC 002,NITERÓI,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ITB 001,ITABORAÍ,BAIRRO INEXISTENTE,CARRO,"2,80"
CD ITB 001,SILVA JARDIM,BAIRRO INEXISTENTE,CARRO,"3,30"
CD ITB 001,RIO BONITO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD ITB 001,TANGUÁ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD ITB 001,MAGÉ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD ITB 001,GUAPIMIRIM,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 002,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 003,RIO DE JANEIRO,SAO CONRADO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,ROCINHA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,GAVEA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,CENTRO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,PAQUETA,CARRO,"4,00"
CD RIO 003,RIO DE JANEIRO,BOTAFOGO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,URCA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,HUMAITA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,COPACABANA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,LEME,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,LEBLON,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,LAGOA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,JARDIM BOTANICO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,LARANJEIRAS,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,FLAMENGO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,VIDIGAL,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,SAO CRISTOVAO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,CATETE,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,TIJUCA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,MARACANA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,IPANEMA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,SAMPAIO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,RIACHUELO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,ROCHA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,ENGENHO NOVO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,SAO FRANCISCO XAVIER,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,COSME VELHO,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,GLORIA,CARRO,"2,80"
CD RIO 003,RIO DE JANEIRO,PRACA DA BANDEIRA,CARRO,"2,80"
CD RIO 009,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 009,RIO DE JANEIRO,PAQUETA,CARRO,"4,00"
CD RIO 010,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"2,80"
CD RIO 008,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"2,60"
CD RIO 008,RIO DE JANEIRO,CASCADURA,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,MEIER,CARRO,"2,80"
CD RIO 008,RIO DE JANEIRO,ENGENHO NOVO,CARRO,"2,80"
CD RIO 008,RIO DE JANEIRO,LINS DE VASCONCELOS,CARRO,"2,80"
CD RIO 008,RIO DE JANEIRO,TODOS OS SANTOS,CARRO,"2,70"
CD RIO 008,RIO DE JANEIRO,QUINTINO BOCAIUVA,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,TOMAS COELHO,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,ENGENHEIRO LEAL,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,CAVALCANTI,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,ENCANTADO,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,PIEDADE,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,AGUA SANTA,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,ENGENHO DE DENTRO,CARRO,"2,70"
CD RIO 008,RIO DE JANEIRO,ABOLICAO,CARRO,"3,00"
CD RIO 008,RIO DE JANEIRO,PILARES,CARRO,"3,00"
CD RIO 001,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,PECHINCHA,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,TAQUARA,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,CURICICA,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,ANIL,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,GARDENIA AZUL,CARRO,"2,60"
CD RIO 001,RIO DE JANEIRO,ITANHANGA,CARRO,"2,80"
CD RIO 001,RIO DE JANEIRO,CIDADE DE DEUS,CARRO,"2,80"
CD RIO 004,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 004,RIO DE JANEIRO,GUARATIBA,CARRO,"3,00"
CD RIO 004,RIO DE JANEIRO,PEDRA DE GUARATIBA,CARRO,"3,00"
CD RIO 004,RIO DE JANEIRO,BARRA DE GUARATIBA,CARRO,"3,00"
CD RIO 004,RIO DE JANEIRO,ILHA DE GUARATIBA,CARRO,"3,00"
CD RIO 004,RIO DE JANEIRO,CAMPO GRANDE,CARRO,"2,80"
CD RIO 004,RIO DE JANEIRO,BANGU,CARRO,"2,80"
CD RIO 004,ITAGUAÍ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 004,SEROPÉDICA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 005,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 005,RIO DE JANEIRO,TURIACU,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,HONORIO GURGEL,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,MARECHAL HERMES,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,BENTO RIBEIRO,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,CAMPINHO,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,PRACA SECA,CARRO,"2,60"
CD RIO 005,RIO DE JANEIRO,ACARI,CARRO,"2,80"
CD RIO 005,RIO DE JANEIRO,REALENGO,CARRO,"3,00"
CD RIO 006,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 006,RIO DE JANEIRO,SANTA CRUZ,CARRO,"2,80"
CD RIO 006,RIO DE JANEIRO,SEPETIBA,CARRO,"3,00"
CD RIO 006,SEROPÉDICA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 006,ITAGUAÍ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 006,RIO DE JANEIRO,CAMPO GRANDE,CARRO,"2,80"
CD RIO 007,RIO DE JANEIRO,BAIRRO INEXISTENTE,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,BARRA DA TIJUCA,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,RECREIO DOS BANDEIRANTES,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,VARGEM GRANDE,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,VARGEM PEQUENA,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,CAMORIM,CARRO,"2,60"
CD RIO 007,RIO DE JANEIRO,BARRA DE GUARATIBA,CARRO,"2,60"
CD RIO 007,SEROPÉDICA,BAIRRO INEXISTENTE,CARRO,"3,00"
CD RIO 007,ITAGUAÍ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD VTR 001,VOLTA REDONDA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD VTR 001,BARRA MANSA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD VTR 001,PORTO REAL,BAIRRO INEXISTENTE,CARRO,"3,00"
CD VTR 001,QUATIS,BAIRRO INEXISTENTE,CARRO,"3,00"
CD VTR 001,PINHEIRAL,BAIRRO INEXISTENTE,CARRO,"2,80"
CD VTR 001,RIO CLARO,BAIRRO INEXISTENTE,CARRO,"3,30"
CD VTR 001,BARRA DO PIRAÍ,BAIRRO INEXISTENTE,CARRO,"3,00"
CD BPR 001,BARRA DO PIRAÍ,BAIRRO INEXISTENTE,CARRO,"2,60"
CD BPR 001,VALENÇA,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,RIO DAS FLORES,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,PIRAÍ,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,VASSOURAS,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,MIGUEL PEREIRA,BAIRRO INEXISTENTE,CARRO,"3,20"
CD BPR 001,ENGENHEIRO PAULO DE FRONTIN,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,PARACAMBI,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,PATY DO ALFERES,BAIRRO INEXISTENTE,CARRO,"2,70"
CD BPR 001,MENDES,BAIRRO INEXISTENTE,CARRO,"2,70"
CD ADR 001,ANGRA DOS REIS,BAIRRO INEXISTENTE,CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,PARQUE MAMBUCABA (MAMBUCABA),CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,PRAIA BRAVA (MAMBUCABA),CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,PARQUE PEREQUE (MAMBUCABA),CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,MORRO DA BOA VISTA (MAMBUCABA),CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,VILA HISTORICA DE MAMBUCABA (MAMBUCABA),CARRO,"3,20"
CD ADR 001,ANGRA DOS REIS,PRAIA VERMELHA (MAMBUCABA),CARRO,"3,20"
CD ADR 001,MANGARATIBA,BAIRRO INEXISTENTE,CARRO,"3,50"
CD ADR 001,PARATY,BAIRRO INEXISTENTE,CARRO,"3,20"
CD RSD 001,RESENDE,BAIRRO INEXISTENTE,CARRO,"2,60"
CD RSD 001,ITATIAIA,BAIRRO INEXISTENTE,CARRO,"2,80"
CD NVF 001,NOVA FRIBURGO,BAIRRO INEXISTENTE,CARRO,"3,00"
CD NVF 001,BOM JARDIM,BAIRRO INEXISTENTE,CARRO,"3,30"
CD NVF 001,CARMO,BAIRRO INEXISTENTE,CARRO,"3,40"
CD NVF 001,SUMIDOURO,BAIRRO INEXISTENTE,CARRO,"3,40"
CD NVF 001,DUAS BARRAS,BAIRRO INEXISTENTE,CARRO,"3,60"
CD NVF 001,CACHOEIRAS DE MACACU,BAIRRO INEXISTENTE,CARRO,"2,80"
CD PTL 001,PETRÓPOLIS,QUITANDINHA,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,VALPARAISO,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,ALTO DA SERRA,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,CENTRO,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,BINGEN,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,MOSELA,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,RETIRO,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,ITAMARATI,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,CASCATINHA,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,CORREAS,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,NOGUEIRA,CARRO,"2,70"
CD PTL 001,PETRÓPOLIS,ARARAS,CARRO,"2,80"
CD PTL 001,PETRÓPOLIS,ITAIPAVA,CARRO,"3,10"
CD PTL 001,PETRÓPOLIS,POSSE,CARRO,"3,20"
CD PTL 001,PETRÓPOLIS,PEDRO DO RIO,CARRO,"3,20"
CD PTL 001,AREAL,BAIRRO INEXISTENTE,CARRO,"3,20"
CD TRS 001,TERESÓPOLIS,BAIRRO INEXISTENTE,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,INTERIOR,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,AGUA QUENTE,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,ALBUQUERQUE,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,ANDRADAS,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,BIQUINHA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,BONSUCESSO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,CAMPANHA,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,CAMPO LIMPO,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,COLONIA ALPINA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,CORREGO DAS PEDRAS,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,CORREGO SUJO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,CRUZEIRO,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,FAZENDA ALPINA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,FAZENDA BOA FE,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,FAZENDA SUICA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,FISCHER,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,GRANJA MAFRA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,GREEN VALLEIY,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,IMBIU,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,MOTAS,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,NHUNGUACU,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,PARQUE BOA UNIAO,CARRO,"2,80"
CD TRS 001,TERESÓPOLIS,PESSEGUEIROS,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,PONTE NOVA,CARRO,"3,00"
CD TRS 001,TERESÓPOLIS,PRATA DOS AREDES,CARRO,"2,80"
